id;Abréviation;Définition;empty
13808.0;TP;Temps Partiel;
3483.0;TN;Transilien;
8239.0;TRD;Train désherbeur;
3494.0;TOC;TORCY (GARE);
9685.0;TàœV;Technischer überwachungs-verein;
3500.0;TOU;TOURNAN (GARE);
13887.0;TVP;Traversée des Voies Piétonnes  / Traversée des Voies à  niveau par le Public;
3503.0;TPWS;train protection and warning system;
5826.0;UACV;Unité d'appui au contrôle voyageurs (groupe ayant une mission de contrôle effectuée uniquement en gare) en ile de france;
14540.0;TRA;Transformateur de réchauffage d'aiguille;
8279.0;UCGR;Unité centrale gare relais;
8248.0;TSO;Travaux du sud ouest;
3540.0;UE;UZERCHE (GARE);
12971.0;Tup;Transmission universelle du patrimoine;
8284.0;UFV;Unité de formation voyageurs;
5827.0;UAE;Unité d'aide à  l'exploitation;
5845.0;UL;Underwriters laboratories inc (usa);
5829.0;UATJTR;Unité d'accueil et de traitement judiciaire en temps réel;
8290.0;UMCPG;Union des mutuelles des cheminots et des personnels des entreprises du groupe sncf;
3547.0;UPI;UPIE (lgv);
8305.0;URA;"Unité Remplaçable en Atelier._x000D_
Plus d'info MA01071.";
3553.0;USS;USSAC (GARE);
5864.0;VAR;Visite à  l'arrivée : visite, par le mécanicien, du pantographe et des organes de roulement;
15015.0;UTA;Unité de Traitement Auxiliaire [1 ou 2] - calculateur auxiliaire pour motrice (en redondance de l'Unité de Traitement Principale dans chaque motrice de TGV);
5867.0;VC;Veille chômée : journée accolée au repos hebdomadaire;
8325.0;VA;Veille automatique;
8341.0;VC;Veille chômée;
13750.0;VAE;Terme employé pour définir un type de concession en gare;
3580.0;VCL;VINCELLES (GARE);
3583.0;VCY;VINCEY (GARE);
3595.0;VDT;VENDOME TGV (GARE);
3609.0;VES;VESOUL (GARE);
3597.0;VEA;VERNEUIL SUR AVRE (GARE);
8352.0;VF;Visite finale;
3621.0;VGR;VAUGRIS (GARE);
3617.0;VFO;VIERZON FORGES (GARE);
3650.0;VLD;VILLARS LES DOMBES (GARE);
8376.0;VPM;Verrou de pointe mobile;
13649.0;VLS;Vélo en Libre Service;
8383.0;VSA;Voiture salon;
3685.0;VOY;VALLEROY MOINEVILLE (GARE);
8385.0;VSD;Voie sur dalle;
5888.0;VRD;Voies et réseaux divers;
3762.0;WAT;WATTIGNIES TEMPLEMARS (GARE);
14036.0;VS;Voie secondaire;
5900.0;WP;Wagon de particulier (fret);
13723.0;VS;Valve Sèche : Ancienne désignation pour une diode dans le domaine des schémas électriques Matériel Roulant.;
8414.0;WSE;Wagon spécialisé epurateur;
3709.0;VSG;VILLENEUVE-TRIAGE (GARE);
8415.0;WSH;Wagon spécialisé hydrocampe;
3718.0;VTC;VESTRIC (GARE);
72.0;A;Angouleme (GARE);
8394.0;VUS;Voiture de détection aux ultra-sons;
74.0;AA;Aire sur l'Adour (GARE);
8401.0;VZC;Département signalisation caténaire;
100.0;AC;Aurillac (GARE);
4074.0;WIT;Wagon d'inspection des tunnels;
14927.0;ACE;Agent Chargé des Essais;
8411.0;WMS;Wharehouse management system (système de gestion d'entrepôt);
5964.0;ACS;"Agent du service commercial spécialisé._x000D_
Grade de qualification C, de la filière ""Commercial"". Niveau 1.";
3789.0;XBA;SAINT BARTHELEMY (GARE);
14813.0;ACS;Automated Control System : Système de commande automatique;
3793.0;XJM;SAINT JEAN DE MOIRANS (GARE);
5971.0;ACVIF;Agence commerciale voyageurs ile de france;
3796.0;XOA;ST OUEN L AUMONE L EGLISE (GARE);
5972.0;AD;Administration de données;
3802.0;YX;YCHOUX (GARE);
4256.0;AEM;Aspects environnementaux maîtrisable;
14865.0;ZC;Zone Centrale de LRS (Long Rail Soudé);
5987.0;AEMP;"Agent d'Etudes Matériel Principal._x000D_
Grade de qualification E, de la filière Matériel, spécialité Etudes. Niveau 1._x000D_";
5932.0;A;Annulation;
6008.0;AG;Affaires Générales;
5934.0;A;Abaissé;
136.0;AGE;Aigueperse (GARE);
73.0;AA;Avertisseur d'alarme;
14602.0;AGO;Adjoint au Gestionnaire Outillages;
78.0;AAG;Arnage (GARE);
9572.0;AIEF;Association européenne d'interopérabilité ferroviaire;
79.0;AAI;Ambronay Priay (GARE);
6038.0;AIT;Accueil Incident Telecom_x000D_;
5951.0;AC;ACcès;
6062.0;AMAVPH;"Agent de Maîtrise Atelier-Equipement Principal Hors classe._x000D_
Grade de qualification E, de la filière Matériel, spécialité Atelier-Equipement. Niveau 2._x000D_";
5968.0;ACTGV;Association des Conducteurs de Trains à  Grande Vitesse;
6089.0;AN;ANnonce;
4246.0;ADIVE;Agence pour la diversité entrepreneuriale;
14380.0;ANI;Animateur National Innovation;
5998.0;AFD;Analyse factorielle discriminante;
205.0;ANW;Anvers (GARE);
132.0;AGB;Aigueblanche (GARE);
9578.0;AOP;Autorité organisatrice de proximité;
9480.0;AGECIF;"Association pour la GEstion des Congés Individuels de Formation_x000D_
(créée en 1984)";
6103.0;AP;APproche;
4270.0;AGEE;Agence gares est européen;
6123.0;APVS;Automate Point de Vente Simplifié_x000D_;
4279.0;AITES;Association internationale des tunnels et de l'espace souterrain;
4317.0;AQST;Autorité de la qualité de service dans les transports;
6059.0;AMAV;"Agent de Maîtrise Atelier-Equipement._x000D_
Grade de qualification D, de la filière Matériel, spécialité Atelier-Equipement. Niveau 1.";
13476.0;AR;Attaches Rigides;
6081.0;AMT;Atelier de maintenance des trains;
225.0;ARD;Ardentes (GARE);
6082.0;AMT;Assistance Marchés de Travaux_x000D_;
236.0;ARS;Arles (GARE);
6092.0;ANCDIF;Association Nationale des Cheminots Déportés, Internés et Familles de disparus_x000D_;
238.0;ART;Artonges (GARE);
211.0;AOS;Alost (GARE);
246.0;AS;Amiens (GARE);
9493.0;APS;Assureurs prévention santé;
253.0;ASH;Aspres sur Buech (GARE);
14114.0;ARC;Agent Relation Clientèle;
6167.0;ASR;Abonnement Scolaire Réglementé_x000D_;
9711.0;ASCOT;Automatismes de sécurité et systèmes de contrôle-commande des transports guidés;
14161.0;AT;Mode confection: Article confectionné ou réparé en atelier;
259.0;ASSC;application specific safety case;
273.0;ATO;EP ATO;
9502.0;ASTM S;American society for testing and material;
274.0;ATPM;automatic train protection manual;
6174.0;ATAM;"Agent Technique Approvisionnements Matériel._x000D_
Grade de qualification C, de la filière Matériel, spécialité Approvisionnements. Niveau 1._x000D_";
308.0;AVS;Avesnelles (GARE);
290.0;AUM;Aumale (GARE);
319.0;AYA;Ayron Latille (GARE);
9558.0;AUTORISATION DE DÉVERROUILLAGE DE SECOURS;Autorisation donnée par l'adc pour déclencher une évacuation par les portes passagères d'un train arrêté pour des raisons inhabituelles (action nécessitant une ouverture manuelle de ces portes par les clients).;
326.0;AZ;Saze TGV (GARE);
296.0;AUU;Auber (GARE);
327.0;AZB;Arzembouy (GARE);
4354.0;AVP;Études d'avant-projet;
335.0;BACC;blocco automatico a correnti codificate;
321.0;AYM;Ancy sur Moselle (GARE);
4367.0;BADOSOLTRAIN;BAse de DOnnées radio SOL TRAIN (RST) : connaissance de toutes les stations RST installées;
323.0;AYR;Aytre (GARE);
4370.0;BAGUE;BAse de Gestion de l'Utilisation des Effectifs : succède à  ALADIN, APESBAR, APESMAT, CASTOR, DIAC, ILV, SILAP;
330.0;AZR;Azay le Rideau (GARE);
4375.0;BCR;Bureau Central de Réservation_x000D_;
14078.0;BAEH;Blocs Autonomes d'Eclairage pour Habitation;
3841.0;BCU;Bouton de coupure d'urgence;
6252.0;BCPC;Bibliothèque Centrale de Prêt par Correspondance_x000D_;
393.0;BDR;Bedarrides (GARE);
383.0;BCY;Bricy Boulay (GARE);
6260.0;BE;Bureau d'Etudes_x000D_;
422.0;BG;Bande Graphique d'enregistrement des événements de conduite des engins moteurs.;
6262.0;BF;Basse Fréquence_x000D_;
442.0;BH;Buchs (GARE);
5466.0;RAIB;Rail accident investigation branch;
13594.0;BIAS;Boucle d'Aide au Shuntage;
2848.0;RAT;ROLAMPONT (GARE);
475.0;BJC;Barjac (GARE);
2859.0;RCL;RISCLE (GARE);
483.0;BLA;Boissy L'Aillerie (GARE);
2869.0;RDY;RAC DE GAGNY (GARE);
14939.0;BMDV;Block Manuel de Double Voie;
7883.0;REIDER;Recueil et exploitation des informations des evénements origine du matériel remorqué;
518.0;BND;Bandol (GARE);
5488.0;RESPECT;Réseau des préventeurs et ergonomes des collectivités territoriales;
4404.0;BO;Bulletin Officiel_x000D_;
7911.0;RH;Repos hebdomadaire;
539.0;BOH;Boutheon (GARE);
2898.0;RIB;RIBECOURT (GARE);
6308.0;BSI;Blâme Sans Inscription_x000D_;
7921.0;RIV;Responable information voyageurs;
593.0;BSS;Boussens (GARE);
8449.0;ROF;Responsable opérationnel fret;
630.0;BUR;Ballancourt (GARE);
2937.0;RPT;REZE PONT ROUSSEAU (GARE);
642.0;BVG;Brens Virignin (GARE);
13186.0;RS;Révision Salariale individuelle annuelle du personnel cadre et non cadre relevant de l'annexe C.;
643.0;BVI;Boulevard Victor (GARE);
7988.0;SAIGON;Supervision d'assistance infogare en gestion opérationnelle nationale;
645.0;BVO;Bretteville Norrey (GARE);
5571.0;SAMU;Saisie assistée sur masque utilisateur (greta1 et 2 - fret);
646.0;BVP;Bauvin Provin (GARE);
5580.0;SATEM;Surveillance automatique des trains en marche (infrastructure);
648.0;BVS;Beauvais (GARE);
5582.0;SATRAPE;Service des allocations aux travailleurs privés d'emploi (cp);
4420.0;CA;Chiffre d'affaires;
5586.0;SBB;Serveur bil-big du naw (fret);
3856.0;CAE;"Déf-1 : comité des accès externes : instance décisionnelle assurant l'étude et la validation de toute interconnexion réseau avec des partenaires externes à  l'entreprise (au sens epic)._x000D_
déf-2 : convention d'accès externes : document décrivant les conditions d'accès aux si de la sncf depuis l'extérieur. c'est aussi un document contractuel avec des engagements de sécurité si imposés avec le partenaire participant à  la mise en oeuvre de l'interconnexion entre les deux si._x000D_
_x000D_";
3031.0;SBZ;ST HILAIRE BRIZAMBOURG (GARE);
4441.0;CATHI;CAtalogue des Trains et Horaires Informatisé_x000D_;
3032.0;SCD;ST CLOUD (GARE);
3250.0;SOH;EP ST JULIEN-MONTRICHER (GARE);
5591.0;SDA;Schéma directeur d'accessibilité;
3263.0;SP;signal de parcours;
5615.0;SESAME;Session de sécurité pour agents de manoeuvre;
12211.0;SPE;Système de paiement électronique;
5622.0;SG;Structure gonflable;
3285.0;SQF;SAINT QUENTIN FALLAVIER (GARE);
5629.0;SHGT;Société havraise de gestion et de transport.;
3303.0;SRS;SURESNES PUTEAUX (GARE);
3133.0;SI;SIMIANE (GARE);
3309.0;SSC;signalling safety case;
5643.0;SIESTE;Système informatique d'etude et de simulation des transports exceptionnels;
3322.0;SSX;ST SEVER (CALVADOS) (GARE);
3156.0;SJA;ST JEAN D'ANGELY (GARE);
8105.0;ST;Stationnement;
14156.0;SM;Station de Maintenance;
3326.0;STB;ST BRICE COURCELLES (GARE);
3229.0;SNE;SAVERNE (GARE);
8113.0;STIMTRI;Statistique internationale marchandises par traitement informatique;
3231.0;SNF;STRASBOURG NEUDORF (GARE);
3339.0;STS;SANTES (GARE);
6522.0;CLG;Commande locale générale;
5714.0;ST SATURNIN;Simulateur de formation pour les postes d'aiguillage électromécaniques;
3867.0;CMCC;Conduite manuelle à  contrôle continu;
14634.0;STTE;Signalisation Temporaire de Traction Électrique;
4583.0;CNO C;Centre national des opérations circulation: partie intégrante de la dcf et partie constituante du centre national des opérations ferroviaires regroupant l'ensemble des entreprises ferroviaires désirant y être présentes.;
3343.0;STY;STENAY (GARE);
4585.0;CNPP;Centre national de prévention et de protection;
3344.0;STZ;STRAZEELE (GARE);
4598.0;COFO;Correspondant formation. responsable de tout ce qui touche à  l'organisation de la formation au sein des établissements.;
3374.0;SVL;SARTROUVILLE (GARE);
4618.0;COSP;Centre d'orientation scolaire et professionnelle;
5738.0;SYPRAI;"SYstème informatique de PRotection (des Agents dans les triages) assistée par Informatique. _x000D_
Il permet d'assurer la protection complémentaire des agents du matériel ou du transport intervenant sur les rames en stationnement sur les voies de service. Il assure une protection contre les risques de circulation et électriques. Il peut se raccorder à  un poste d'aiguillage à  commande électrique (pmi, pmv) ou informatique (pvsi, pivos) ou à  des postes d'alimentation de traction équipés de commande de sectionneurs ou de caténaires escamotables. (infrastructure)";
3877.0;COTGV;Centre opérationnel des trains à  grande vitesse;
3401.0;SYT;STE MAURE NOYANT (GARE);
6577.0;CP;Connexions provisoire;
3403.0;SYX;ST YRIEIX (GARE);
4624.0;CP;Caisse de prévoyance. (numéro d'immatriculation) : numéro sncf propre à  chaque agent. il est aussi le numéro d'affiliation aux caisses de prévoyance et de retraite. les deux premiers chiffres correspondent à  l'année de naissance.;
8156.0;TALENT;Travailler avec l'acheteur pour libérer des economies nouvelles et tangibles;
910.0;CPC;Calonne Ricouart (Gare);
4226.0;AA;Agent d'accompagnement;
14962.0;CPL;Centre de Production Local;
13526.0;AA54;Appareil d'Attaque 1954;
14487.0;CPRA;"ComPresseur Auxiliaire._x000D_
_x000D_
Sur les engins à  traction électrique, le compresseur auxiliaire permet, lorsque l'engin est vide d'air (après un stationnement prolongé par exemple, ou en sortie d'atelier de maintenance), de fournir de l'air nécessaire pour assurer la montée du pantographe";
9695.0;ADC;Arbre des causes;
9516.0;CQPM;Certificat(s) de qualification professionnelle de la métallurgie;
124.0;AEO;Aix en othe Villemaur (GARE);
4649.0;CRITER;Confection des roulements par informatique des trains express régionaux : application permettant de connaître l'utilisation et la composition des circulations ter (ar);
5996.0;AFAC;Association Française des Amis du Chemin de fer_x000D_;
3883.0;CRMP;Conducteur de manoeuvre et de parcours;
14844.0;AGC;Accord européen sur les Grandes lignes de Chemin de fer du 31 mai 1985;
4651.0;CRO;Centre Régional Opérationnel (anciens PC);
6013.0;AGIR;Assistant de Gestion Intermodale Régionale_x000D_;
948.0;CSD;Caussade(Tarn Et Garonne) (Gare);
161.0;AIV;Aigues Vives (GARE);
6656.0;CT;Contrat de transport;
162.0;AIX;Aix les Bains le Revard (GARE);
995.0;CUT;Cusset (Gare);
173.0;ALN;Alencon (GARE);
1017.0;CXV;Corcieux Vanemont (Gare);
6055.0;AMAM;"Agent de Maîtrise Approvisionnements Matériel._x000D_
Grade de qualification D, de la filière Matériel, spécialité Approvisionnements. Niveau 1._x000D_";
1047.0;DA;DOURDAN LA FORET (GARE);
6071.0;AMI;Alarme de Maintenance Immédiate_x000D_;
6714.0;DATER;Directeur d'activités transport express régional;
14738.0;AMLP;"Agent de Maitrise Logistique Principal. _x000D_
Grade de qualification E, de la filière Matériel, spécialité Logistique. Niveau 1.";
6719.0;DBA;Dalle béton armé;
4295.0;AMOA;Assistance à  Maîtrise d'ouvrage;
14885.0;DCC;Détecteur de Circulation à  Cadre;
191.0;ANA;Avigliana (GARE);
1070.0;DE;DIEPPE (GARE);
200.0;ANN;Antoing (GARE);
4754.0;DFHS;Détecteur de fumée haute sensibilité;
9573.0;ANR;Agence nationale de la recherche;
4764.0;DGSNR;Direction générale de la sûreté nucléaire et de la radioprotection;
14603.0;AO;Assistant d'Opération;
6791.0;DLD;Date de livraison demandée;
13785.0;AOAP;Assistant Ouvrage d'Art en Pôle;
6804.0;DMI;Division maintenance ingénierie;
9579.0;AOT;Autorité Organisatrice de Transport_x000D_;
4804.0;DOI;Dossier d'opportunité d'investissement;
4314.0;APS;Avant Projet Sommaire : document intermédiaire entre le di et le dossier projet, non systématique, réalisé pour les projets importants et ceux demandant une confirmation stratégique, une validation technico-économique ou un choix entre variantes;
14698.0;DRECC;Directeur des Relations Extérieures de la Communication et de la Concertation, rattaché au Directeur Territorial.;
223.0;ARA;Aramon (GARE);
1132.0;DRL;DRULINGEN (GARE);
239.0;ARU;Arudy (GARE);
6829.0;DRNE;Draisine;
14550.0;ASCVG;Agent du Service Commercial Voyageurs Gare;
6832.0;DRT;Direction des relations du travail;
9557.0;ASGI;"AGRÉMENT DE SÉCURITÉ DES GESTIONNAIRES DE L'INFRASTRUCTURE _x000D_
Afin d'être habilité à  gérer et à  exploiter une infrastructure ferroviaire, le gestionnaire de l'infrastructure doit obtenir de l'autorité de sécurité de l'etat membre (epsf pour la france) dans lequel il est établi un agrément de sécurité (article 11 directive 2004/49/ce).";
9627.0;DSAC;Direction de la sécurité de l'aviation civile;
6163.0;ASPH;"Assistante de Service Social Principale Hors classe (RH 0263)._x000D_
Grade de qualification G, de la filière Service Social et Économie Sociale et Familiale, spécialité Service Social. Niveau 1._x000D_";
4842.0;DSE;Délégué sûreté etablissement infrastructure;
6181.0;ATENPV;"Agent Technique d'Entretien Principal Equipement : _x000D_
Grade de qualification C, de la filière Equipement, spécialité Equipes d'entretien Equipement (EEE). Niveau 2._x000D_";
6845.0;DT;Double traction. dans le cas d'engin de éeries différentes ou ne pouvant fonctionner en um chaque engin est alors équipé d'un adc;
280.0;AU;Arrêt d'urgence : Arrêt obtenu en disposant des appareils de commande du frein automatique sur la fonction serrage d'urgence.;
6865.0;E;Electronique;
4355.0;AVS;Accueil Vente Service_x000D_;
1166.0;EAWS;enabling automatic warning system;
6230.0;BA;Bloc d'Accord;
1185.0;EEF;ETRICHE CHATEAUNEUF (GARE);
13764.0;BACA;Baie d'Alimentation en Courant Alternatif;
4892.0;EFF;Effacé : se dit d'un poste qui est en commande locale - mode d'exploitation du snci - voir cl, tca , tcm (infrastructure);
372.0;BCB;Bouchon de Codage Balise_x000D_;
4895.0;EGP;Études générales et grands projets;
6245.0;BCC;Bureau Contrôle Comptable_x000D_;
6933.0;EJM;Essai journalier du matériel;
3840.0;BCT;Base des comptes de temps;
6937.0;EM;Étude mécanique;
6256.0;BDR;Bloc d'Arrêt Dérailleur_x000D_;
1206.0;EMD;électrovalve modérable de défreinage;
4378.0;BDT;Bande-type : outil de fabrication des bandes-types qui permettent de lire les bandes graphiques des engins moteurs (mt);
4905.0;EMDA;Equipements mobilede diffusion d'alerte;
424.0;BGA;Bussiere Galant (GARE);
1207.0;EMM;EMBERMENIL (GARE);
429.0;BGH;Bruges (GARE);
1211.0;EMV;MAUVES (evitement circulation);
432.0;BGN;Brignais (GARE);
14407.0;EO;"Événement Origine : incident qui est à  l'origine d'une perturbation._x000D_
Lorsqu'un dysfonctionnement est détecté sur un engin, un signalement est effectué. Il est ensuite imputé à  la traction ou au matériel s'il n'est pas rejeté. On parle alors d'EO._x000D_
Un EO5 (durée â‰¥ 5 min) est un incident._x000D_
Un EO999 est une détresse.";
12138.0;BHNS;Bus à  haut niveau de service;
4926.0;EPIC;"Établissement Public à  caractère Industriel et Commercial._x000D_
La SNCF est un EPIC. C'est-à -dire un organisme public chargé de remplir des missions de service public, mais dont la production est d'ordre industriel et commercial.";
456.0;BI;Isbergues (GARE);
1222.0;EPN;EPERNON (GARE);
14000.0;BIBI;Les BIBI, ou B 82500, sont des automoteurs de la SNCF  spécialisés au trafic TER. Ces matériels constituent la version bi-mode (électrique et diesel) et bi-courant (1,5 kV continu et 25 kV 50 Hz).;
4931.0;ERP / ERT;Établissement recevant du public / recevant des travailleurs;
459.0;BIE;Braine (GARE);
6980.0;ERTMS;Emetteur / recepteur transmission multiplex sécurité;
469.0;BIU;Bailleul Nord (GARE);
1238.0;ES;ESTERNAY (GARE);
473.0;BIZ;Bize (GARE);
4942.0;ESTEREL;Ensembles spécialisés de tourisme et de la réservation electronique (voyageurs);
490.0;BLM;Brassac Les Mines Ste Florine (GARE);
4943.0;ESTI;Entretien en santé au travail infirmier;
6287.0;BML;Bourrage Mécanique Lourd_x000D_;
13161.0;ESTI;Établissement de Service Télécoms et Informatique;
4398.0;BMPM;Bataillon des marins pompiers de marseille;
6996.0;ET;En traitement;
523.0;BNL;Bagnols (GARE);
1255.0;ETA;ETAPLES - LE TOUQUET (GARE);
598.0;BSW;Belloy St Martin (GARE);
1262.0;ETY;ETRECHY (GARE);
644.0;BVL;Belleville Sur Saone (GARE);
13670.0;EZNL;Entrée Zone Non Libre;
655.0;BX;Bordeaux St Jean (GARE);
13146.0;FAP;Fermeture Automatique des Portes : Dispositif de blocage des portes, en circulation, en fonction du critère de vitesse. Ce critère peut varier suivant le type matériel lors des phases d'accélération et de décélération. Ce dispositif est alimenté par la conduite principale par la ligne de train.;
660.0;BXR;Boissy Saint Leger Rer  (GARE);
9748.0;FAPA;Frein à  performances améliorées;
668.0;BYM;Billy Montigny  (GARE);
1295.0;FAQ;FAULQUEMONT (GARE);
670.0;BYO;Bloye (GARE);
1302.0;FBL;FAUBOURG D ORLEANS (GARE);
6346.0;CAMM;"CAdre de Maintenance Matériel._x000D_
Grade de qualification F, de la filière Matériel, spécialité Maintenance. Niveau 1._x000D_";
13779.0;FD;Filets Détecteurs;
6349.0;CAMMPH;"CAdre de Maintenance Matériel Principal Hors classe._x000D_
Grade de qualification G, de la filière Matériel, spécialité Maintenance. Niveau 2._x000D_";
9750.0;FDS;Fiabilité disponibilité et sécurité;
13086.0;CAP;Contrat d'Accompagnement Professionnel;
4961.0;FEBIS;Freight electronic brake and information system : projet de recherche d'un système de freinage à  commande électronique pour le fret développé en coopération entre sncf et db (recherche);
707.0;CAU;Caudry (GARE);
7035.0;FEDIA;Forum d'etudes et de développement des infrastructures alternatives;
714.0;CBF;Chateauneuf Bujaleuf (GARE);
1324.0;FHM;FEGERSHEIM-LIPSHEIM (GARE);
13130.0;CCBD;Consigne Circulation Bulletin de Déplacement;
1339.0;FLT;FOURCHAMBAULT (GARE);
4446.0;CCF;Clapet Coupe-Feu;
4979.0;FM;Factory mutual;
731.0;CCH;Conches (GARE);
7068.0;FS;Fermeture sémaphore;
4459.0;CCTGFRI;Cahier des clauses techniques générales pour les marchés de fourniture et de réalisation informatique;
1405.0;GAN;GANNAT (GARE);
4462.0;CCVG;Commande centralisée de voie banalisée à  régime voie de gauche;
13241.0;GATI;Groupe d'Appui Télécom et Informatique;
14908.0;CD;Chargement Défectueux;
1418.0;GCC;GIGNAC CRESSENSAC(LOT) (GARE);
14065.0;CDF;Chef De Feuille;
1424.0;GD;Guide de Dépannage. Lorsque le conducteur constate une avarie sur le matériel, il applique ce document. En fonction des indices de la panne et en fonction de ses compétences, le conducteur est amené à  effectuer un dépannage rapide de la rame (isolement d'un dispositif...).;
14072.0;CDLM;Chef De La Manoeuvre;
1431.0;GDS;Gare du Nord Souterraine (voies 41 à  44);
14491.0;CDM;Centre De Maintenance;
1452.0;GID;GIRONDE (GARE);
6414.0;CDR;Cabinet du directeur;
7125.0;GIFF;Groupement d'intérêts du fret ferroviaire;
6415.0;CDR;Chargé de retrait;
1457.0;GIV;GIVORS VILLE (GARE);
14653.0;CDS;Chef De Service;
14145.0;GOM;Gestion des Ordres de Modification (des trains);
6420.0;CDSG;"Cadre de direction de la surveillance générale (RH 0263)._x000D_
Grade de qualification H, de la filière Surveillance Générale. Niveau 1.";
1481.0;GPP;HALTE DE GRAND PONT (GARE);
9506.0;CEP;Contrat d'études prospectives (depuis 1993);
7156.0;GPT;Groupement;
6448.0;CEPAGE;Certification du paramétrage des modules du projet mistral;
1493.0;GRM;ST GERMAIN EN LAYE BEL AIR FOU (GARE);
14116.0;CFAS;Centre Ferroviaire d'Aptitude Sécurité;
7164.0;GRT;Groupe technique;
6470.0;CFC;Congé fin de carrière;
3936.0;GS;Gabarit statique;
4510.0;CFHSCT;Comité fonctionnel d'hygiène, de sécurité et des conditions de travail;
1504.0;GTC;gestion technique centralisée;
6474.0;CFR;Centre de formation régional;
1516.0;GV;Grande Vitesse.;
4517.0;CGL;Classement géographique des lignes : édition des annexes à  l'ig ef2 a1 nÂ° 1 (infrastructure);
1517.0;GVA;LA GRAVE D'AMBARES G.I. (GARE);
808.0;CHF;Chauffailles (Gare);
1519.0;GVI;GENEVE EAUX VIVES (GARE);
4522.0;CHOSE;Conception heuristique de l'organisation simulée des enlèvements (aide à  la conception du plan de transport fret);
1521.0;GVS;GRAVESON MAILLANE (GARE);
9600.0;CIE;Commission internationale de l'éclairage;
1526.0;GZA;GAZERAN (GARE);
6503.0;CIFRE;Convention industrielle de formation par la recherche;
1533.0;HAM;HAM SOMME (GARE);
6506.0;CILV;Centre d'informatique locale equipement ( situé à  lille );
1547.0;HDT;HOUDEMONT (GARE);
6515.0;CISSCT;Comité inter-entreprises de santé, de securité et des conditions de travail;
1554.0;HET;HETTANGE GRANDE (GARE);
15009.0;CIT;Connexion Inductive à  Transformateur;
1568.0;HMT;HOENHEIM TRAM (GARE);
4549.0;CITMD;Commission interministérielle du transport des marchandises dangereuses;
1576.0;HP;HENDAYE PLAGE (GARE);
6517.0;CIVAD;Centre d'information et de vente à  distance;
14329.0;HRKS;"Hyper Rapide Kerdoncuff Schneider Westinghouse._x000D_
Disjoncteur ultra rapide à  commande électro-pneumatique et à  maintien électromagnétique.";
9601.0;CJCE;Cour de justice des communautés européennes;
1584.0;HTB;LE HAUT BANC (GARE);
14897.0;TC;bloc de Traitement Central;
9770.0;IAV;Interphone d'appel voyageurs;
8166.0;TC;Tranchée couverte;
5106.0;ICS;Classification internationale pour les normes;
4052.0;TCT;Tronc Commun Temporaire;
7210.0;ICS;Information contre sens;
8173.0;TDC;Transformateur de courant;
7213.0;IDAPGA;Informatisation et décentralisation des activités personnel gestion administrateur;
3444.0;TES;TESSONNIERES (GARE);
7215.0;IDAPRH;Informatisation et décentralisation des activités personnel ressources humaines;
5773.0;TEU;Twenty feet equivalent unit (unité de 20 pieds) : unité de mesure pour les conteneurs;
5115.0;IEC;Information elémentaire calculée (siam st2);
3448.0;TG;TOURCOING (GARE);
5119.0;IES;Impact environnemental significatif;
8191.0;TG;Talonnage;
7228.0;IGAM;"Ingénieur approvisionnements matériel._x000D_
Grade de qualification H, de la filière Matériel, spécialité Approvisionnements. Niveau 1.";
3458.0;THR;THENNELIERES (GARE);
7248.0;IMEC;Instruction mixte à  l'echelon central;
8216.0;TN;Terrain naturel;
14384.0;I&P GF SI;Ingénierie & Projets - Direction Gestion Finances Risques - Pôle système d'information;
8223.0;TOP;Technicien opérationnel;
14357.0;I&P GP CNM;Ingénierie & Projets Direction de Projet CNM (Contournement Nîmes-Montpellier) et gares nouvelles Montpellier et Nîmes;
13366.0;TORNAD;"Token Ring Network ALSTOM Device._x000D_
Réseau en anneau à  gestion par jeton._x000D_
Réseau informatique embarqué sur TGV (à  partir de la série Atlantique, ALSTOM avec un ""h"" à  cette époque)";
7279.0;IPS;Instruction permanente de sécurité;
8232.0;TR;Téléphone régulateur;
5155.0;IRH 2RSP;Infra ressources humaines référentiels, relations sociales et prévention;
8237.0;TRACTHYS;Tracteur à  transmission hydrostatique;
7296.0;IT;Itinéraire;
3507.0;TRAIN W;Train sans voyageur;
1679.0;KIN;KINKEMPOIS (GARE);
8258.0;TTTP;Train talgo trans-pyrénées;
14034.0;KOA;Contrôleur ouvrages d'art;
8259.0;TUC;Train d'unité constitué;
7343.0;KRT;Contrôleur du réseau de téléinformatique;
3527.0;TVA;tracé de voies automatique;
1736.0;LBG;LABRUGUIERE (GARE);
3533.0;TY;TOURY (GARE);
1759.0;LCM;LE CREUSOT-MONTCEAU-MONTCHAN (GARE)IN;
8278.0;UCG;Unité centrale gare;
1768.0;LCV;LA CHAPELLE VENDOME (GARE);
5836.0;UFTCF;Unité de formation transverse de la circulation ferroviaire;
1770.0;LCX;LUS LA CROIX HAUTE (GARE);
5850.0;UNIFE;Union des industries nationales des chemins de fer ou équipementiers;
1795.0;LEO;LA VAVRETTE-TOSSIAT (GARE);
3549.0;URL;UR LES ESCALDES (GARE);
12174.0;LEVEC;Logiciel d'exploitation des ventes en centres;
8331.0;VAKO;Visuel, auditif, kinésthétique,olfactif;
1814.0;LFM;LA FERTE MILON (GARE);
3585.0;VD;LE VERT DE MAISONS (GARE);
1840.0;LHC;LAHONCE (GARE);
3587.0;VDC;CORDES VINDRAC (GARE);
