id;Abréviation;Définition;empty
3449.0;TGR;TERGNIER (GARE);
14936.0;OI;Ordre d'Investigation;
3469.0;TIVR;tableau indicateur de vitesse limite de reprise;
13965.0;ORDRE;"_x000D_
Méthode de management japonaise traduite en français par:_x000D_
    Ordonner_x000D_
    Ranger_x000D_
    Dépoussiérer, Découvrir des anomalies_x000D_
    Rendre évident_x000D_
    Etre rigoureux_x000D_
_x000D_
vois 5S";
3470.0;TJS;traversée jonction simple;
2567.0;ORW;L'ORAILLE (GARE);
3476.0;TLN;TOULON (GARE);
2570.0;OSA;OSSEJA (GARE);
3491.0;TNT;THIEUX NANTOUILLET (GARE);
2581.0;OZF;OZOIR LA FERRIERE (GARE);
8224.0;TOS;Tunnels et ouvrage souterrains;
14050.0;PAI;Permanent Acheminement Infra;
5802.0;TP;Tracé permanent pour un itinéraire dans un poste d'aiguillage;
2591.0;PAI;PASILLY PRS 17 (GARE);
14773.0;TR;filière Transports Routiers;
7643.0;PALITO;Paris - limoges - toulouse;
3508.0;TRC;TARASCON SUR ARIEGE (GARE);
14288.0;PBL;"Presse Bouton Locomotive._x000D_
Dispositif de frein automatique._x000D_";
5816.0;TSI;Tableau de signalisation incendie;
2629.0;PCU;PONT CHATEAU (GARE);
3515.0;TSL;TRITH ST LEGER (GARE);
5378.0;PDP;Plan directeur de projet;
8251.0;TT;Transport Traction;
5386.0;PGAV;Prescriptions générales concernant les agents de la voie;
3545.0;UGI;UGINE (GARE);
7705.0;PGC;Plan générale de coordination;
5852.0;UOPI;Unité d'oeuvre de production : tâche de maintenance à  réaliser (infrastructure);
7717.0;PIL;Pilote;
5861.0;UTR;Unité de travail;
7719.0;PIPC;Poste informatique de petite capacité;
3559.0;VAA;VARENNES SUR  (GARE);
2709.0;PLY;PARIS-LYON (GARE);
8328.0;VAC;Voiture d'accompagnement des chauffeurs;
14170.0;PMP;Prix Moyen Pondéré;
3563.0;VAI;VAIRES (GARE);
2726.0;PNI;PORNICHET (GARE);
8344.0;VCOM;Virement commercial;
4011.0;PO;Point d'observation;
3586.0;VDA;VAL D'ARGENTEUIL (GARE);
2745.0;POU;POULE (GARE);
3619.0;VGG;VIGNATS (GARE);
7769.0;PR;Poste de redressement;
13795.0;VI;Visite Intermédiaire;
2764.0;PRM;PONT REMY (GARE);
5878.0;VIE;Volontariat international en entreprise;
2769.0;PRT;personal rapid transit;
3662.0;VLV;VILLENEUVE D'AVEYRON (GARE);
2772.0;PRY;PIERRELAYE (GARE);
14695.0;VMS;Valeur de Mise en Service;
2777.0;PSD;platform screen door;
3674.0;VNU;VANDIERES (GARE);
5452.0;PTI;Poste de travailleur isolé;
5885.0;VO;"Valeur d'Objectif à  atteindre lors de la construction d'une installation, la correction d'une anomalie classée en VA ou VI ou la régénération d'installation (maintenance voie et caténaire)._x000D_
_x000D_
Les valeurs d'objectif constituent les intervalles de tolérance de réalisation des travaux de pose de voie neuve ou d'opération d'entretien programmés.";
2835.0;QUE;QUESTEMBERT (GARE);
3677.0;VOE;VOREY (GARE);
7842.0;RAPL;Pont rail à  poutres latérales;
4071.0;VR;Voie de raccordement;
7843.0;RASP;Réferentiel assurance sécurité du personnel;
3705.0;VS;VALENCIENNES (GARE);
4017.0;RAT;Relevé d'annonce des trains;
13940.0;VSF;Voie Sur Fosse;
2854.0;RBK;AIG IPCS KM.64,2 (ST RAMBERT) (GARE);
8404.0;W;Wattmètre;
14549.0;RBT;RemBlaiemenT. On peut aussi utiliser RB mais le plus courant reste RBT dans les terrassements.;
3769.0;WCC;wayside cell controller;
2867.0;RDS;radio data system;
14696.0;YC;Y Compris;
7872.0;RE;Recueil des équivalences;
13636.0;Z;Panneau de signalisation indiquant une zone (Z) à  vitesse réduite.;
7878.0;RECIF;Retard des circulations ferroviaire;
8434.0;ZN;Zone neutralisée;
2878.0;RES;RENNES (GARE);
13263.0;574;"Conçus pour accélérer le développement des projets internes porteurs d'innovation, pendant 6-8 mois dans ou hors les murs, les 574 incarnent physiquement la transformation de l'entreprise par le digital et sa volonté d'innover._x000D_
_x000D_
Plus largement, ils ont pour mission de rassembler, fédérer, former, développer les compétences et partager les expériences digitales qui serviront à  tout le groupe SNCF.";
5487.0;RESEDA;Réservation sud-est - délivrance de tickets d'admission remplacé par ddr - voyageurs;
4233.0;ACCELIO;Terminal portable pour le service commercial à  bord des trains, expérimenté sur l'Axe Nord : permet l'information aux voyageurs et la régularisation à  bord du train;
7905.0;RF;Refoulement;
116.0;ADR;Audrieu (GARE);
2899.0;RIL;ROUILLE (GARE);
121.0;AEE;Asnieres sur Seine (GARE);
13593.0;RLT;Responsable de Lots Travaux;
9567.0;AFE;Agence Ferroviaire Européenne (dite ERA)_x000D_;
13281.0;RLT;Responsable de Lot Technique;
4266.0;AFFTCO;AFFichage des index de trains sur Tableau de Contrôle Optique ( module d' )_x000D_;
2919.0;RNS;ROBINSON (GARE);
3825.0;AFITF;"AGENCE DE FINANCEMENT DES INFRASTRUCTURES DE TRANSPORT DE FRANCE _x000D_
L'agence de financement des infrastructures de transport de France est un etablissement public administratif national (epan) français chargé de coordonner le financement de grands projets d'infrastructures de transport. _x000D_
il agit sur le financement de projets d'intérêt national ou international pour la réalisation ou à  l'aménagement d'infrastructures routières, ferroviaires, fluviales ou portuaires. _x000D_
il participe également à  la création ou au développement de liaisons maritimes régulières de transport de fret._x000D_
après la privatisation des sociétés concessionnaires d'autoroutes en 2006, l'agence a reçu une dotation de 4 milliards E en substitution des dividendes qui lui étaient initialement affectés. l'utilisation de celle-ci étant épuisée fin 2008, l'agence dispose de recettes qualifiées de pérennes par le ministère de l'espace rural et de l'aménagement du territoire (meeddat), qui sont constituées par le produit des redevances domaniales des sociétés concessionnaires d'autoroutes (pour un montant de 175 mE en 2008), de la taxe d'aménagement du territoire (540 mE en 2008) et des amendes forfaitaires des radars automatiques (hors la part revenant aux collectivités territoriales et au compte d'affectation spéciale  contrôle et sanction automatisés des infractions au code de la route ) pour un montant évalué à  200 mE, soit un total d'environ 1 milliard d'E par an._x000D_
en principe, les investissements de l'afitf doivent se répartir de la manière suivante : 70 % pour le fer, 25% pour les routes et 5% pour les projets fluviaux._x000D_
la taxe  poids lourds , si elle est adoptée comme prévue en 2014, servirait directement à  financer l'afitf._x000D_
comme cette taxe vient d'être abandonnée par le gouvernement, un nouveau modèle économique devra être défini pour assurer les financements prévus._x000D_";
2925.0;ROG;RODANGE(CFL) (GARE);
3826.0;AFSV;Autorisation de franchissement sans vérification préalable;
2927.0;ROI;ROSIERES AUX SALINES (GARE);
14076.0;AG;Agence Gare;
14016.0;ROIV;Responsable Opérationnel Information Voyageurs;
143.0;AGV;Automotrice à  Grande Vitesse (sigle Alstom).;
14891.0;RPD;Répétiteur de PéDale;
6049.0;ALMS;Agents Locaux de Médiation Sociale_x000D_;
5533.0;RRAV;Responsable régional après-vente (fret);
179.0;AM;automatic mode;
7946.0;RRCLI;Rappel de ralentissement 60;
6054.0;AM;Automatique / Manuel;
7950.0;RRRP;Réseau radio à  ressources partagées;
14715.0;AMGMH;"Agent de Maitrise de Gestion des Moyens Hors classe._x000D_
Grade de qualification D, de la filière Transport-Traction, spécialité Gestion des moyens. Niveau 2.";
417.0;BFF;Biffontaine (GARE);
6087.0;AMVKM;"Agent MouVement hautement Qualifié Manoeuvre et Manutention._x000D_
Grade de qualification C, de la filière Transport-Mouvement, spécialité Manoeuvre et Manutention._x000D_
Niveau 1._x000D_";
440.0;BGY;Beaugency (GARE);
4299.0;ANDROMEDE;Approche Nouvelle des Dangers et des Risques Occasionnés par les MarchandisEs DangereusEs  (outil pédagogique);
6272.0;BILA;Bloc Identification des Locomotives ALSTOM_x000D_;
14952.0;AOB;Arborescence Organique Applicable;
476.0;BJL;Boujailles (GARE);
208.0;AOI;Arbois (GARE);
489.0;BLL;Bellac (GARE);
6137.0;ARR;Avis de Réglementation Régional_x000D_;
493.0;BLR;Beaumont Le Roger (GARE);
511.0;BMR;Bussac (GARE);
14002.0;BPPL;Baton de Protection à  Poignée Latérale;
570.0;BRR;Berre (GARE);
6306.0;BSCF;Brigade de Sureté des Chemins de Fer_x000D_;
600.0;BSY;Busigny (GARE);
601.0;BSZ;Barsanges (GARE);
649.0;BVU;La Bonneville (GARE);
682.0;BZT;Bazancourt (GARE);
6328.0;CACDH;"CAdre Commercial de Direction Hors classe._x000D_
Grade de qualification H, de la filière ""Commercial"". Niveau 2._x000D_";
691.0;CAE;CAMPAGNAC ST GENIEZ;
4429.0;CAG;Comptabilité Analytique Géographique : identification des codes géographiques correspondants aux tronçons de ligne et noeuds du découpage physique du réseau. Elément constitutif des comptes de la nomenclature v;
6348.0;CAMMP;"CAdre de Maintenance Matériel Principal._x000D_
Grade de qualification F, de la filière Matériel, spécialité Maintenance. Niveau 1._x000D_";
6351.0;CAP;Contrat Annuel de Production_x000D_;
6357.0;CAPMPH;"Cadre APprovisionnements Matériel Principal Hors classe._x000D_
Grade de qualification G, de la filière Matériel, spécialité Approvisionnements. Niveau 2._x000D_";
4437.0;CAPRI;Connnaître Analyser Prévenir les Risques Identifiés : base de donnée qui permet, pour chaque emploi tenu, de récapituler les sources de danger, les mesures à  prendre, la criticité du risque, le suivi et le bouclage.;
709.0;CAW;Claveyson Bren (lgv) (GARE);
6372.0;CBORM;"Chef de BORd Moniteur. _x000D_
Grade de qualification D, de la filière ""Commercial"". Niveau 1.";
724.0;CBZ;Cravant Bazarnes(GARE);
15006.0;CC;Centre Circulation;
9589.0;CCI;Chambre de commerce et d'industrie;
6395.0;CCT;Carte contrôle compensation de température;
4468.0;CDE;Comité des engagements. instance unique qui assure une vision de l'entreprise intégrée et clarifie les responsabilités entre les branches, les domaines et les fonctions support, pour l'ensemble des engagements.;
751.0;CDH;Conde Sur Huisne (Gare);
6407.0;CDH;Conseil départemental d'hygiène;
4470.0;CDM;Convention de mandat;
6416.0;CDRL;Contract data requirement list;
764.0;CE;compteur d'essieu;
6443.0;CEMPH;"Cadre d'Etudes Matériel Principal Hors classe._x000D_
Grade de qualification G, de la filière Matériel, spécialité Etudes. Niveau 2.";
6455.0;CESFP;"Conseiller(ère) en économie sociale et familiale principale (RH 0263)._x000D_
Grade de qualification F, de la filière Service Social et Économie Sociale et Familiale, spécialité Économie Sociale et Familiale. Niveau 1.";
9596.0;CETE;Centre d'études techniques de l'équipement;
4502.0;CEX;Cintré extérieur : caractéristique d'un appareil de voie (branchements de 2 voies);
788.0;CFTU;commutateur ferroviaire téléphonique unifié;
14788.0;CGVI;Convention de Gestion et de Valorisation Immobilière;
14830.0;CIDTF;Coopération Internationale en matière de Documentation Technique Ferroviaire;
844.0;CKN;Chabons (Gare);
8443.0;CLOF;Centre local opérationnel fret;
6532.0;CMDB;Configuration management database;
14847.0;CMP;Chargé de la Mise en Précontrainte;
4591.0;CODATU;Coopération pour le développement et l'amélioration des transports urbains et périurbains;
893.0;COG;Cognac (Gare);
4603.0;COGNAC;Conception d'une gamme de nouveaux acheminements contractuels (fret);
4610.0;COPIL;Comité de pilotage;
13912.0;COSE;Consigne d'Organisation de la SEcurité;
3878.0;COTRN;Centre opérationnel des trains rapides nationaux;
13839.0;CP;Contrôleur Propreté;
9720.0;CQ;Correspondant qualité;
921.0;CQA;Courghain (Gare);
922.0;CQL;Cormelles (Embt) (Gare);
13862.0;CQU;Collioure;
14934.0;CRE;Creil Gare;
3881.0;CRLO;"ConducteuR de LOcotracteur._x000D_
Grade de qualification B, de la filière Transport-Mouvement, spécialité Manoeuvre et Manutention._x000D_
Niveau 1.";
6618.0;CRTV;Centre de renseignements téléphonés voyageurs;
940.0;CRU;Crouy (Gare);
4662.0;CSHPF;Conseil supérieur d'hygiène publique de france;
955.0;CSL;Chateauneuf Sur Loire (Gare);
6645.0;CSPUIE;Chef surveillant principal des installations electriques;
14554.0;CSR;"Caténaire Simple Renforcée. _x000D_
Caractéristiques 1 : porteur principal (116mmÂ² bronze) + 2 fils de contact (150mmÂ² cuivre) caténaire 1500V";
6653.0;CSUVP;"Chef de la surveillance principal (RH 0263)._x000D_
Grade de qualification E, de la filière Surveillance Générale. Niveau 2.";
996.0;CUZ;Culoz (Gare);
997.0;CV;Carré Violet.;
1001.0;CVD;Chavagnes Les Redoux (Gare);
13300.0;CWA;Commande de wagons;
1014.0;CWP;Courtalain St Pelerin (Gare);
1024.0;CYL;Ciry Le Noble (Gare);
1142.0;DTM;DUTTLENHEIM (GARE);
6850.0;DTU;Document technique unifié;
13984.0;EA;Equipe d'Assistance - Equipe de plusieurs contrôleurs;
6867.0;EA;Element automoteur;
1184.0;ECZ;ECOUEN EZANVILLE (GARE);
6923.0;EHG;Engagement horaire garanti;
1194.0;EIN;EINVAUX (GARE);
4902.0;ELISA;Ensemble de logiciels intéressant le service de l'agent-circulation (infrastructure);
14131.0;EMI;Equipe Mobile d'Intervention;
1215.0;ENS;ENTRAIGUES SUR LA SORGUE (GARE);
6951.0;ENVIRAIL;Environmentaly frienddly railways;
6954.0;EOLE2;Découpage en cantons d'une ligne utilisant une signalisation latérale du type bal et un contrôle de vitesse du type kvb pour des lignes à  profil accentué et à  fort débit telles que la ligne e du rer;
14826.0;EPTVF;Engin Poseur de Traverses pour Voie Ferrée;
1240.0;ESD;ESTREES ST DENIS (GARE);
4941.0;ESR;Ensemble spécialisé de réservation (voyageurs);
3916.0;EST;Équipements et systèmes du transport;
12154.0;ETR;Elettro treno rapido;
4949.0;ETSI;Institut européen des normes de télécommunication;
1270.0;EVFU;electro-vanne de freinage d'urgence;
1272.0;EVM;elektronikus vonatmegà¡llà­tà³;
7014.0;F;Franchissable;
14967.0;FAA;Fiche Anomalie Action;
7024.0;FAST;Finances et affaires juridiques, achats, systèmes d'informations et télécommunications;
1303.0;FBS;FEUQUIERES BROQUIERS (GARE);
13256.0;FCD;Fichier de Collecte des Données;
1311.0;FEG;FRESNOY LE GRAND (GARE);
1327.0;FIEF;Frein d'Immobilisation pour Essais de Frein. Le FIEF est présent sur les Z2N. Comme son nom l'indique, il assure la stabilité à  l'arrêt de la rame lors des essais de frein. Techniquement, la mise en action du FIEF provoque le serrage (freinage) du premier bogie de la rame (4 à  5 bars). Ce système est inhibé lorsque le train roule. Par le passé, il est arrivé que le conducteur oublié d'enlever le FIEF. Et comme il n'agit que sur un seul bogie, il n'empêchait aucunement le train de rouler, provoquant une surchauffe du bogie et un risque de déraillement à  long terme...;
7056.0;FO;fiche d'observation (de la moe);
1407.0;GAP;"Groupe Appui Production_x000D_
(dans les ABE dépendant des TechniGares)";
1410.0;GASC;generic application safety case;
1414.0;GBC;GUICHEN BOURG DES COMPTES (GARE);
1415.0;GBI;GRAVIGNY BALIZY (GARE);
1426.0;GDE;GRAN PRE (GARE);
1440.0;GER;graphique d'état des relais;
1444.0;GEY;GRESY SUR ISERE (GARE);
1448.0;GGV;GARGENVILLE (GARE);
5550.0;RTG;Éléments automoteurs : rames à  turbines à  gaz;
2979.0;RYR;AEROP 2 CH DE GAULLE - RER (GARE);
2981.0;RZA;RAZAC (GARE);
2982.0;RZS;ROUMAZIERES LOUBERT (GARE);
5559.0;S6A2;Aide à  l'élaboration des consignes s6a nÂ°2 : protection travaux;
4026.0;SAC;Système d'aide à  la conduite;
7986.0;SADV2;Système d'aide à  la décision version 2;
2996.0;SAG;SAINT ANDRE LE GAZ (GARE);
3001.0;SAL;Signal d'Alerte Lumineux. C'est le clignotement des projecteurs d'un train, indiquant aux circulations circulant dans l'autre sens d'un éventuel danger immédiat. Le SAL ordonne à  tous les conducteurs l'apercevant de s'arrêter d'urgence.;
3030.0;SBR;SAINT BERON LA BRIDOIRE (GARE);
8008.0;SCPC;Service central de prévention de la corruption;
8015.0;SDCP;Subdivision distribution par câbles caoutchouc et à  plots;
3063.0;SDQ;ST ETIENNE DE MONTLUC (GARE);
8020.0;SDRIF;Schéma directeur de la région ile de france;
8022.0;SE;Sous-ensemble;
5602.0;SEI;Système d'enclenchements intégré, pour postes à  distance de lgv : intégration en un système informatique unique homogène, de la fonction prci (snci, mckt) et des informations fournies par les calculateurs de la tvm430. les conditions d'exploitation sont améliorées en évitant la commutation périodique et manuelle (en l'absence de toute circulation) d'une unité de traitement sur l'autre, dans chaque poste.;
5606.0;SEM;Société d'économie mixte;
13850.0;SFMM;"Service de Formation Mouvement du Matériel. _x000D_
Agréé par l'Établissement Public de Sécurité Ferroviaire portant sur 8 Tâches Essentielles pour la Sécurité, le centre de formation développe des modules destinés aux formateurs en établissement, aux opérateurs et aux dirigeants encadrant des missions ""Mouvement"" en Technicentre._x000D_
_x000D_";
3108.0;SGF;SAINT GERMAIN DES FOSSES (GARE);
14892.0;SHR;SHunt Résonnant;
4036.0;SILAP;Système informatique local d'aide à  l'attachement du personnel;
4037.0;SILO;Système d'information mémorisant les liens entre chaque convoi;
8059.0;SIRET;Système informatique du répertoire des etablissements;
3179.0;SKY;SOMMERY (GARE);
3183.0;SLB;SANTENAY LES BAINS (GARE);
5672.0;SLITEF;Système de liaisons intégré de teléphonie ferroviaire fixe;
3193.0;SLL;SARCELLES ST BRICE (GARE);
13466.0;SMR;Site de Maintenance et de Remisage;
5683.0;SNCB;Société nationale des chemins de fer belge;
3239.0;SNS;SAULNES (GARE);
3262.0;SOZ;SENOZAN (GARE);
5696.0;SP;Schéma de principe;
3269.0;SPF;ST PAUL DE FENOUILLET (GARE);
3290.0;SRA;SAINT RAMBERT D ALBON (GARE);
5707.0;SRV;Service régional voyageur;
8111.0;STEFIM;Société de transport et d'exploitation francilienne pour l'intermodalité;
3342.0;STW;ST EULIEN (GARE);
8125.0;SUD;Surveillant dépôt;
3353.0;SUJ;STE LUCE (GARE);
3364.0;SUY;SOUVIGNY (GARE);
3380.0;SVY;ST VALERY EN CAUX (GARE);
3381.0;SVZ;SERVOZ (GARE);
3396.0;SYL;SULLY PRS 21 (GARE);
8141.0;SYSTAIMM;Système d'aide informatique pour la maintenance du matériel à  voyageurs;
8169.0;TCRN;"Technicien de CiRcoNscription (RH 0263)._x000D_
Grade de qualification E, de la filière Equipement, spécialité Encadrement des Etablissements Equipement (EVE). Niveau 1.";
3435.0;TCY;TENCIN THEYS (GARE);
13660.0;TDH;Train désherbeur;
8176.0;TE;Téléphone d'entretien (equipement);
5775.0;TF;Tranche ferme;
8188.0;TF;Transmission funiculaire;
5781.0;THALASSA;Thor adapté pour une liaison aval standard pour le service de l'adaptation (infrastructure);
3484.0;TNA;TOURNAI (GARE);
3489.0;TNN;TONNERRE LGV PRS 16 (GARE);
3513.0;TRY;TOURNAY HTES PYRENEES (GARE);
3522.0;TT;Tête des Trains. Pancarte carrée avec l'inscription  TT  en blanc sur fond noir. Signifie que, quelle que soit la longueur du train, celui-ci s'arrêtera systématiquement au bout du quai. En l'absence de pancarte TT, d'autres pancartes indiquent l'arret des trains selon leur longueur (nombre de voitures);
4065.0;TTP;Train timetabling problem;
8256.0;TTRHK;"Technicien de transports routiers hautement qualifié (RH 0263)._x000D_
Grade de qualification E, de la filière Transports Routiers. Niveau 1.";
8257.0;TTRP;"Technicien de transports routiers principal (RH 0263)._x000D_
Grade de qualification E, de la filière Transports Routiers. Niveau 2.";
3543.0;UENR;Unité d'enregistrement;
3544.0;UEVAL;Unité d'évaluation;
8304.0;UPT;Unité de production traction;
13821.0;URAA;Unité Régionale Approvisionnements et Acheminements;
8318.0;V;filière Equipement;
3556.0;V;VIERZON (GARE);
8321.0;V;Voie;
3557.0;VA;VIAS (GARE);
13767.0;VAO;"Volontaire Accompagnateur Occasionnel :_x000D_
agent désigné par sa commande qui, quelque soit son affectation principale, assure des missions de renseignements et de confort client à  bord d'un train voyageurs.";
3573.0;VBO;VAUBOYEN (GARE);
5868.0;VCF;Veolia cargo france;
3590.0;VDL;VILLEFRANCHE DE LAURAGAIS (GARE);
3615.0;VFG;VIROFLAY (R.G.) (GARE);
3622.0;VGS;VIGNEUX SUR SEINE (GARE);
3624.0;VGU;VALERGUES LANSARGUES (GARE);
3635.0;VIN;VINTIMILLE (GARE);
8363.0;VISA;Vitesse sécuritaire d'approche;
3659.0;VLR;visitor location register;
3666.0;VMS;voyant miniature de signalisation;
4069.0;VOM;Vide en ordre de marche;
3715.0;VSV;VERNEUIL SUR VIENNE (GARE);
8392.0;VTS;Visite technique de sécurité;
3738.0;VXY;VAUX SOUS AUBIGNY (GARE);
3770.0;WCU;wayside control unit;
3773.0;WEM;WEMBLEY (GARE);
13823.0;ZPAU;"Z = Pairé_x000D_
P = Polyéthylène (Isolant)_x000D_
A = Anti inducté_x000D_
U = PVC (gaine)_x000D_";
3811.0;ZUB;zugbeeinflussung;
95.0;ABS;La Chapelle d'Ambes (GARE);
5969.0;ACTP;"Agent du service Commercial des Trains Principal._x000D_
Grade de qualification B, de la filière ""Commercial"". Niveau 2.";
14703.0;AE;"Agent d'Exploitation._x000D_
Grade de qualification A, de la filière Transport-Mouvement, spécialité Manoeuvre et Manutention";
5980.0;AE;Articulation Elastique ou Attache Elastique;
119.0;AEB;Aiguebelle (GARE);
14320.0;AET;Avis d'Etablissement Travaux_x000D_;
4265.0;AFFDIAC;Module d'affichage dialogue couleur : fait partie du snst, gère les dialogues et réalise la visualisation du suivi sur écran vidéo;
6001.0;AFRA;Association française du rail;
14601.0;AGIRRE;Amélioration de la Gestion Industrielle des Rénovations et des Réparations en Etablissement;
139.0;AGN;Aime la Plagne (GARE);
14160.0;AI;Mode confection: Article pouvant être approvisionné dans l'Industrie privée ou confectionnée en atelier;
163.0;AIY;Aisy (GARE);
13312.0;AMC;"Ateliers de Maintenance de Châtillon (appellation de site)  : _x000D_
Technicentre de maintenance des rames TGV Atlantique, Duplex, R-Duplex, Dasye et EuroDuplex.";
6075.0;AMM;"Agent de Maîtrise Matériel._x000D_
Grade de qualification D, de la filière Matériel, spécialité Maintenance. Niveau 1._x000D_";
187.0;AMP;Amplepuis (GARE);
188.0;AMS;autocommutateur téléphonique multi-services;
209.0;AOL;Arlon (GARE);
6113.0;API;Application Programming Interface ( bibliothèque de fonctions, indépendantes du matériel utilisé )_x000D_;
3830.0;APS;Alimentation par le sol;
4315.0;APSAD;Marque de qualification gérée par le cnpp;
9495.0;APSIGHE;Association de promotion de la sécurité en immeuble de grande hauteur et en erp;
6125.0;AQFM;"Attestation qualité ferroviaire du matériel._x000D_
Reconnaissance interne à  l'Entreprise SNCF délivrée par la direction du Matériel à  la suite d'un audit portant à  la fois sur le système de management de la Qualité et de la Sécurité et sur le(s) produit(s) considéré(s).";
14870.0;ARCE;ARmement du Compteur d'Essieux;
6136.0;ARIF;Appareil Rapide Ile de France_x000D_;
233.0;ARP;Arpajon (Essonne) (GARE);
4337.0;ASLOG;Association Française pour la LOGistique dans l'entreprise_x000D_;
13503.0;ASSA;Clé de sécurité (ne pouvant être dupliquée par un procédé simple), permettant l'accès aux cabines de conduite de certains matériels roulants;
6172.0;AT;Analyse Transactionnelle_x000D_;
4343.0;AT;Accident du travail. accident ayant lieu pendant le service ou au cours du trajet entre le domicile et le lieu de travail.;
6178.0;ATEC;Acquisition et Traitement des Evénements de Conduite_x000D_;
275.0;ATS;automatic train supervision;
293.0;AUOG;autorisation d'ouverture gauche;
6213.0;AUXILIAIRES;"Equipements annexes aux équipements de traction mais permettant de faire fonctionner l'ensemble et/ou d'assurer le confort voyageur; compresseur, ventilateurs, chaffage train.....";
301.0;AVA;Avallon (GARE);
328.0;AZC;Anglars Nozac (GARE);
6228.0;BA;Bureau Administratif;
6227.0;BA;Béton Armé;
12137.0;BAFO;Best and final offer;
3835.0;BAL;Boîte aux lettres;
3837.0;BAV;Borne d'appel voyageurs;
6254.0;BDI;Base de Distribution Infra;
4377.0;BDP;Base de données des projets;
3842.0;BDPLA;Base de données du planning;
394.0;BDX;Badaroux (GARE);
411.0;BEV;Bas Evette (GARE);
7821.0;PVC;Pour votre compte;
2829.0;QMN;QUEMENEVEN (GARE);
5464.0;RA;Rectificatif abrogatoire;
7841.0;RAMPE;Déclivitée parcourue dans le sens de la montée (est exprimé en 1000ème - x/000) pour reference les déclivitée routiere sont exprimées en % (x/00);
12196.0;RCTE;Redevance complémentaire pour le transport de l'électricité;
7862.0;RCVG;Responsable clientèle voyageurs gare;
2864.0;RDG;REDING (GARE);
4019.0;RDT;Recueil des données de trafic;
14684.0;REF;Référence;
2879.0;REV;REVIGNY (GARE);
2880.0;REY;REMY OISE (GARE);
2888.0;RGN;RANGUIN (GARE);
7918.0;RID;Règlement concernant le transport international ferroviaire des marchandises dangereuses;
9548.0;RNCP;Répertoire national des certifications professionnelles;
5517.0;ROC;Réunion objectif carrière;
2931.0;ROP;RUSSELSHEIM OPELWERK (GARE);
7941.0;RR;Rail-route ( engin );
7938.0;RR;Renouvellement de rails;
7949.0;RRR;Rame réversible régionale;
5537.0;RS;Repos compensateur accordé, pour le calcul du compte temps (ct), dès que le cumul des compensations atteint la durée journalière moyenne de service du régime de travail considéré;
2939.0;RSA;ROMILLY SUR ANDELLE (GARE);
2941.0;RSC;RENESCURE (GARE);
2947.0;RSS;ROSNY SUR SEINE (GARE);
2950.0;RT;ROMONT (GARE);
5552.0;RTS;Réunion Technique Spécialisée;
2957.0;RTZ;RIEDSELTZ (GARE);
2964.0;RUR;RUEIL MALMAISON RER (GARE);
4027.0;SAD;Système d'aide à  la décision;
13213.0;SARA;Système d'Alimentation du Réchauffage d'Aiguille;
8005.0;SCHARFFERNBERG;Attelage automatique entre train automoteur ou automotrice permettant de réaliser les laisons mécanique (attellage pur), liaisons électiques (circuits de commande en um) et liaison pneumatique (frein et confort voyageur);
3042.0;SCO;ST GENOUPH (GARE);
3047.0;SCV;ST CYR EN VAL LA SOURCE (GARE);
3054.0;SDE;SAINT DENIS (GARE);
3135.0;SIB;SIBELIN TRIAGE (GARE);
8062.0;SJ;Sveriges statsbanor ( chemin de fer suédois );
3182.0;SLB;système de localisation par balise;
5669.0;SLC;Serveur de liaison avec la clientèle (fret);
3188.0;SLG;SILLE LE GUILLAUME (GARE);
3206.0;SMB;SAINT MARTIN SAIL LES BAINS (GARE);
3208.0;SMD;SAINT MARTIN DE CRAU (GARE);
14295.0;SMI;Système de Management Intégré;
3215.0;SMOWS;safe method of works on site;
5677.0;SMP;Sinistre maximun possible;
14771.0;SO;filière Service Social et Economie Sociale et Familiale;
6536.0;CMGA;Centre mutualisé de gestion administrative;
6538.0;CMM;Centre de maintenance matériel;
879.0;CNA;Chanac (Gare);
6549.0;CNAVTS;Caisse nationale d'assurance vieillesse de travailleurs salariés;
4578.0;CNI;Centre national d'information sur la facturation du fret;
3871.0;CNOF;Centre National des Opérations Ferroviaires;
14959.0;CNOP;Centre National Opérationnel Proximité;
889.0;CNY;Chauny (Gare);
6567.0;COLPOFER;Collaboration des services de police ferroviaire et de sécurité;
9512.0;COM;Convention d'objectifs et de moyens;
13070.0;COP;Centre Opérationnel Proximités;
4615.0;COS;Commandant des opérations de secours;
13440.0;COT;Convention d'Occupation Temporaire;
906.0;COU;Coutras (Gare);
13087.0;CPAF;Contrat de Prestations d'Accompagnement professionnel et de Formation;
6582.0;CPG;Cahier des prescriptions générales;
6592.0;CPS;Cahier des prescriptions speciales;
6591.0;CPS;Carte professionnel de santé;
13645.0;CRM;"Conscience Risque Métier._x000D_
Démarche venant du domaine aérien mettant en valeur le doute et la remontée des informations par les acteurs de tâches de sécurité.";
6613.0;CRR;"Commande rappel ralentissement ""30""";
945.0;CS;commande sémaphore;
14555.0;CS;"Caténaire Simple._x000D_
Caractéristiques 1 : porteur principal (116mmÂ² bronze) + 2 fils de contact (107mmÂ² cuivre) caténaire 1500V";
6624.0;CSAD;"Chef de secteur administratif (RH 0263)._x000D_
Grade de qualification D, de la filière Administrative. Niveau 1.";
